the_geom,borocode,boroname,borocd,coundist,assemdist,stsendist,congdist,location,borough,date_insta,point_x,point_y,femafldz,femafldt,ntaname,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,hrcevac,:@computed_region_efsh_h5xi
"{'type': 'Point', 'coordinates': [-74.14026651344803, 40.63624476314866]}",5,Staten Island,501,49,61,23,11,Nicholas Avenue and Castleton Avenue,Staten Island,2024-04-17T00:00:00.000,-74.140268,40.636253,X,AREA OF MINIMAL FLOOD HAZARD,Port Richmond,4,1,13,75,6,10370
"{'type': 'Point', 'coordinates': [-73.99515855276488, 40.74475473732461]}",1,Manhattan,104,3,75,47,12,7 Avenue and West  24 Street,Manhattan,2024-09-30T00:00:00.000,-73.99516,40.744763,X,AREA OF MINIMAL FLOOD HAZARD,Chelsea-Hudson Yards,12,4,10,6,5,12074
"{'type': 'Point', 'coordinates': [-73.94742057575657, 40.6242547591209]}",3,Brooklyn,314,45,42,21,9,Avenue K and East  29 Street,Brooklyn,2018-06-22T00:00:00.000,-73.947422,40.624263,X,AREA OF MINIMAL FLOOD HAZARD,Midwood,60,2,26,43,6,17217
"{'type': 'Point', 'coordinates': [-74.13544751710286, 40.59371977115058]}",5,Staten Island,502,50,63,24,11,Brielle Avenue and Seaview Hospital Entrance,Staten Island,2022-11-28T00:00:00.000,-74.135449,40.593728,X,AREA OF MINIMAL FLOOD HAZARD,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,30,1,14,76,,10700
"{'type': 'Point', 'coordinates': [-73.88696858771888, 40.74354173335854]}",4,Queens,404,25,30,13,6,Woodside Avenue and 78 Street,Queens,2023-07-24T00:00:00.000,-73.88697,40.74355,X,AREA OF MINIMAL FLOOD HAZARD,Elmhurst,66,3,5,68,,14784
"{'type': 'Point', 'coordinates': [-74.00316455269706, 40.714712743564846]}",1,Manhattan,101,1,65,27,10,Lafayette Street and Pearl Street,Manhattan,2017-01-27T00:00:00.000,-74.003166,40.714721,X,AREA OF MINIMAL FLOOD HAZARD,Tribeca-Civic Center,56,4,32,2,5,10365
"{'type': 'Point', 'coordinates': [-73.80787961554772, 40.701180739208425]}",4,Queens,412,27,32,14,5,Sutphin Boulevard and  91 Avenue,Queens,2026-04-24T00:00:00.000,-73.807881,40.701189,X,AREA OF MINIMAL FLOOD HAZARD,Jamaica,41,3,24,61,,24670
"{'type': 'Point', 'coordinates': [-73.93388657751383, 40.66894174943284]}",3,Brooklyn,309,35,43,20,9,Eastern Parkway and Schenectady Avenue,Brooklyn,2024-05-30T00:00:00.000,-73.933888,40.66895,X,AREA OF MINIMAL FLOOD HAZARD,Crown Heights (South),17,2,48,44,,17615
"{'type': 'Point', 'coordinates': [-73.8949535873558, 40.70188874145468]}",4,Queens,405,30,38,12,7,Fresh Pond Road and  71 Avenue,Queens,2024-06-20T00:00:00.000,-73.894955,40.701897,X,AREA OF MINIMAL FLOOD HAZARD,Ridgewood,54,3,34,62,,15310
"{'type': 'Point', 'coordinates': [-73.97604755903023, 40.751433734685854]}",1,Manhattan,105,4,73,28,12,Lexington Avenue and East  42 Street,Manhattan,2018-09-12T00:00:00.000,-73.976049,40.751442,X,AREA OF MINIMAL FLOOD HAZARD,Murray Hill-Kips Bay,71,4,51,9,,12079
"{'type': 'Point', 'coordinates': [-73.98872256001044, 40.67033275139464]}",3,Brooklyn,306,38,44,26,10,4 Avenue and   9 Street,Brooklyn,2015-10-26T00:00:00.000,-73.988724,40.670341,X,AREA OF MINIMAL FLOOD HAZARD,Park Slope,14,2,27,50,,17617
"{'type': 'Point', 'coordinates': [-73.99209755645356, 40.69493974656242]}",3,Brooklyn,302,33,52,26,10,Clinton Street and Pierrepont Street,Brooklyn,2025-12-23T00:00:00.000,-73.992099,40.694948,X,AREA OF MINIMAL FLOOD HAZARD,Brooklyn Heights,68,2,38,54,,16865
"{'type': 'Point', 'coordinates': [-73.85927659702, 40.73176573458962]}",4,Queens,406,24,35,15,6,63 Road and  98 Street,Queens,2026-02-13T00:00:00.000,-73.859278,40.731774,X,AREA OF MINIMAL FLOOD HAZARD,Rego Park,40,3,28,70,,14785
"{'type': 'Point', 'coordinates': [-74.16031051154259, 40.553707780533664]}",5,Staten Island,503,51,62,24,11,Armstrong Avenue and Genesee Street,Staten Island,2026-05-19T00:00:00.000,-74.160312,40.553716,X,AREA OF MINIMAL FLOOD HAZARD,Great Kills-Eltingville,15,1,9,76,,10695
"{'type': 'Point', 'coordinates': [-74.12866751700705, 40.63734076283042]}",5,Staten Island,501,49,61,23,11,Richmond Terrace and Jewett Avenue,Staten Island,2025-02-24T00:00:00.000,-74.128669,40.637349,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,Port Richmond,4,1,13,74,2,10370
"{'type': 'Point', 'coordinates': [-73.95571356094854, 40.82286372033922]}",1,Manhattan,109,7,71,30,13,Riverside Drive and West 138 Street,Manhattan,2017-05-11T00:00:00.000,-73.955715,40.822872,X,AREA OF MINIMAL FLOOD HAZARD,Manhattanville-West Harlem,37,4,23,19,,12428
"{'type': 'Point', 'coordinates': [-73.94107856510955, 40.8315937176454]}",1,Manhattan,112,10,71,31,13,Saint Nicholas Avenue and West 156 Street,Manhattan,2017-05-12T00:00:00.000,-73.94108,40.831602,X,AREA OF MINIMAL FLOOD HAZARD,Washington Heights (South),47,4,23,21,,13090
"{'type': 'Point', 'coordinates': [-73.84585559479815, 40.85117971090092]}",2,Bronx,211,13,82,34,14,Morris Park Avenue and 340' West of Eastchester Road,Bronx,2011-11-01T00:00:00.000,-73.845857,40.851188,X,AREA OF MINIMAL FLOOD HAZARD,Morris Park,59,5,12,32,6,11270
"{'type': 'Point', 'coordinates': [-73.98797755588484, 40.74087373737975]}",1,Manhattan,105,2,74,28,12,Madison Avenue and East  23 Street,Manhattan,2018-05-18T00:00:00.000,-73.987979,40.740882,X,AREA OF MINIMAL FLOOD HAZARD,Midtown South-Flatiron-Union Square,11,4,50,7,,12073
"{'type': 'Point', 'coordinates': [-74.12930252094873, 40.57466777522207]}",5,Staten Island,502,50,62,24,11,Richmond Road and McCully Avenue,Staten Island,2026-07-27T00:00:00.000,-74.129304,40.574676,X,AREA OF MINIMAL FLOOD HAZARD,Oakwood-Richmondtown,15,1,14,76,,10693
"{'type': 'Point', 'coordinates': [-73.92097058138839, 40.661922750233586]}",3,Brooklyn,317,41,55,19,9,Rockaway Parkway between Clarkson Avenue and Winthrop Street,Brooklyn,2025-11-21T00:00:00.000,-73.920972,40.661931,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Remsen Village,61,2,17,40,6,17614
"{'type': 'Point', 'coordinates': [-73.89009458120783, 40.844893713421065]}",2,Bronx,206,15,79,32,15,East Tremont Avenue and Clinton Avenue,Bronx,2023-11-02T00:00:00.000,-73.890096,40.844902,X,AREA OF MINIMAL FLOOD HAZARD,Tremont,35,5,43,31,,10935
"{'type': 'Point', 'coordinates': [-73.98512855775242, 40.71548174213642]}",1,Manhattan,103,1,65,27,10,Grand Street and Ridge Street,Manhattan,2016-02-23T00:00:00.000,-73.98513,40.71549,X,AREA OF MINIMAL FLOOD HAZARD,Lower East Side,70,4,32,4,6,11723
"{'type': 'Point', 'coordinates': [-74.10690852365296, 40.63046176327523]}",5,Staten Island,501,49,63,24,11,Forest Avenue and North Mada Avenue,Staten Island,2021-10-18T00:00:00.000,-74.10691,40.63047,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10697
"{'type': 'Point', 'coordinates': [-73.87366859335987, 40.72051173747175]}",4,Queens,405,30,28,15,6,Dry Harbor Road and Juniper Boulevard South,Queens,2021-04-02T00:00:00.000,-73.87367,40.72052,X,AREA OF MINIMAL FLOOD HAZARD,Middle Village,54,3,34,62,,15309
"{'type': 'Point', 'coordinates': [-73.89907158825143, 40.66559774886583]}",3,Brooklyn,305,42,60,19,8,Dumont Avenue and Hinsdale Street,Brooklyn,2023-09-07T00:00:00.000,-73.899073,40.665606,X,AREA OF MINIMAL FLOOD HAZARD,East New York-New Lots,45,2,25,47,6,17214
"{'type': 'Point', 'coordinates': [-73.99441455300374, 40.75085573616018]}",1,Manhattan,105,3,75,28,12,8 Avenue between West 31 Street and West 33 Street,Manhattan,2016-06-25T00:00:00.000,-73.994416,40.750864,X,AREA OF MINIMAL FLOOD HAZARD,Midtown South-Flatiron-Union Square,11,4,10,8,,10098
"{'type': 'Point', 'coordinates': [-74.0852505320532, 40.622792764166675]}",5,Staten Island,501,49,61,23,11,Van Duzer Street and Broad Street,Staten Island,2026-03-09T00:00:00.000,-74.085252,40.622801,X,AREA OF MINIMAL FLOOD HAZARD,Tompkinsville-Stapleton-Clifton-Fox Hills,4,1,13,74,,10691
"{'type': 'Point', 'coordinates': [-73.89128057842896, 40.8777037070623]}",2,Bronx,207,11,81,33,13,West 205 Street between Goulden Avenue and Paul Avenue,Bronx,2022-10-15T00:00:00.000,-73.891282,40.877712,X,AREA OF MINIMAL FLOOD HAZARD,Bedford Park,24,5,40,34,,11606
"{'type': 'Point', 'coordinates': [-73.92601056852446, 40.86356371158377]}",1,Manhattan,112,10,72,31,13,Dyckman Street and Sherman Avenue,Manhattan,2022-09-21T00:00:00.000,-73.926012,40.863572,X,AREA OF MINIMAL FLOOD HAZARD,Washington Heights (North),47,4,39,22,4,13098
"{'type': 'Point', 'coordinates': [-73.981307559127, 40.72070174131227]}",1,Manhattan,103,2,65,27,10,"East Houston Street, Avenue C, and Pitt Street",Manhattan,2018-11-14T00:00:00.000,-73.981309,40.72071,X,AREA OF MINIMAL FLOOD HAZARD,Lower East Side,70,4,50,4,4,11723
"{'type': 'Point', 'coordinates': [-74.09726552716667, 40.63398976211082]}",5,Staten Island,501,49,63,24,11,Castleton Avenue and Brighton Avenue,Staten Island,2023-07-05T00:00:00.000,-74.097267,40.633998,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10369
"{'type': 'Point', 'coordinates': [-73.97709855961094, 40.72182674049289]}",1,Manhattan,103,2,65,27,10,Avenue D and East 5 Street,Manhattan,2023-01-27T00:00:00.000,-73.9771,40.721835,X,AREA OF MINIMAL FLOOD HAZARD,East Village,70,4,50,5,2,11729
"{'type': 'Point', 'coordinates': [-73.94607057469493, 40.6543827527744]}",3,Brooklyn,317,40,43,20,9,Lenox Road and East  34 Street,Brooklyn,2023-05-05T00:00:00.000,-73.946072,40.654391,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Erasmus,61,2,11,40,,16866
"{'type': 'Point', 'coordinates': [-73.73144317455508, 40.69237768776674]}",4,Queens,413,27,33,14,5,Linden Boulevard and 230 Street,Queens,2023-12-19T00:00:00.000,-73.7314445338,40.6923859505,X,AREA OF MINIMAL FLOOD HAZARD,Cambria Heights,63,3,6,63,,15311
"{'type': 'Point', 'coordinates': [-74.1965605001139, 40.55776378099229]}",5,Staten Island,503,51,62,24,11,Arden Avenue and Dover Green,Staten Island,2025-06-17T00:00:00.000,-74.196562,40.557772,X,AREA OF MINIMAL FLOOD HAZARD,Arden Heights-Rossville,15,1,9,77,,10699
"{'type': 'Point', 'coordinates': [-74.14085151511861, 40.607281769187985]}",5,Staten Island,502,50,63,24,11,Wooley Avenue and South Gannon Road,Staten Island,2023-10-31T00:00:00.000,-74.140853,40.60729,X,AREA OF MINIMAL FLOOD HAZARD,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,30,1,14,75,,10700
"{'type': 'Point', 'coordinates': [-73.94505557195616, 40.68909474587141]}",3,Brooklyn,303,36,56,25,8,Tompkins Avenue and Greene Avenue,Brooklyn,2026-07-15T00:00:00.000,-73.945057,40.689103,X,AREA OF MINIMAL FLOOD HAZARD,Bedford-Stuyvesant (West),69,2,49,51,,17618
"{'type': 'Point', 'coordinates': [-73.91970558101949, 40.67174974897816]}",3,Brooklyn,316,41,55,25,9,Howard Avenue and Park Place,Brooklyn,2025-03-03T00:00:00.000,-73.919707,40.671758,X,AREA OF MINIMAL FLOOD HAZARD,Ocean Hill,55,2,17,46,,13516
"{'type': 'Point', 'coordinates': [-73.96163978829034, 40.670489305081695]}",3,Brooklyn,309,35,57,20,9,Classon Avenue and Union Street,Brooklyn,2026-07-17T00:00:00.000,-73.96164122,40.6704975547,X,AREA OF MINIMAL FLOOD HAZARD,Crown Heights (South),17,2,48,44,,13509
"{'type': 'Point', 'coordinates': [-73.88290959382893, 40.65977275006553]}",3,Brooklyn,305,42,60,19,8,Stanley Avenue and Schenck Avenue,Brooklyn,2025-01-17T00:00:00.000,-73.882911,40.659781,X,AREA OF MINIMAL FLOOD HAZARD,East New York-New Lots,45,2,25,47,3,17214
"{'type': 'Point', 'coordinates': [-73.86338358721854, 40.87639570647249]}",2,Bronx,212,12,83,36,15,East Gun Hill Road and Capuchin Way,Bronx,2025-06-17T00:00:00.000,-73.863385,40.876404,X,AREA OF MINIMAL FLOOD HAZARD,Williamsbridge-Olinville,29,5,2,30,,11605
"{'type': 'Point', 'coordinates': [-73.93938657429315, 40.68974774534984]}",3,Brooklyn,303,36,56,25,8,Marcus Garvey Boulevard and Greene Avenue,Brooklyn,2026-06-09T00:00:00.000,-73.939388,40.689756,X,AREA OF MINIMAL FLOOD HAZARD,Bedford-Stuyvesant (East),69,2,49,52,,18181
"{'type': 'Point', 'coordinates': [-73.92560357170527, 40.80937172166811]}",2,Bronx,201,8,84,29,15,Alexander Avenue and East 137 Street,Bronx,2019-11-12T00:00:00.000,-73.925605,40.80938,X,AREA OF MINIMAL FLOOD HAZARD,Mott Haven-Port Morris,49,5,35,23,4,10932
"{'type': 'Point', 'coordinates': [-73.82304261788612, 40.58387476277905]}",4,Queens,414,32,23,10,5,Rockaway Beach Boulevard and Beach 102 Street (West Leg),Queens,2017-09-22T00:00:00.000,-73.823044,40.583883,X,AREA OF MINIMAL FLOOD HAZARD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,51,3,41,58,1,20532
"{'type': 'Point', 'coordinates': [-73.83390259701252, 40.875151706169994]}",2,Bronx,210,12,82,36,16,Baychester Avenue and 200' South of Donzetti Place,Bronx,2018-12-26T00:00:00.000,-73.833904,40.87516,X,AREA OF MINIMAL FLOOD HAZARD,Co-op City,43,5,2,28,6,12344
"{'type': 'Point', 'coordinates': [-73.90472458472891, 40.70104774219201]}",4,Queens,405,34,38,18,7,Seneca Avenue and Cornelia Street,Queens,2014-07-25T00:00:00.000,-73.904726,40.701056,X,AREA OF MINIMAL FLOOD HAZARD,Ridgewood,54,3,30,62,,15310
"{'type': 'Point', 'coordinates': [-73.8934785891839, 40.67777174682347]}",3,Brooklyn,305,37,54,18,7,Fulton Street and Bradford Street,Brooklyn,2021-04-13T00:00:00.000,-73.89348,40.67778,X,AREA OF MINIMAL FLOOD HAZARD,Cypress Hills,45,2,37,47,,17214
"{'type': 'Point', 'coordinates': [-73.9346295720348, 40.75693173219074]}",4,Queens,401,26,36,59,7,Crescent Street and  37 Avenue,Queens,2024-12-12T00:00:00.000,-73.934631,40.75694,X,AREA OF MINIMAL FLOOD HAZARD,Queensbridge-Ravenswood-Dutch Kills,39,3,33,72,,16863
"{'type': 'Point', 'coordinates': [-73.87624258945007, 40.76812572803137]}",4,Queens,403,21,35,13,14,94 Street and  23 Avenue,Queens,2025-10-07T00:00:00.000,-73.876244,40.768134,X,AREA OF MINIMAL FLOOD HAZARD,East Elmhurst,65,3,21,73,,14511
"{'type': 'Point', 'coordinates': [-73.84589460227156, 40.720558736471745]}",4,Queens,406,29,28,15,6,Austin Street and  70 Road,Queens,2025-11-07T00:00:00.000,-73.845896,40.720567,X,AREA OF MINIMAL FLOOD HAZARD,Forest Hills,40,3,28,70,,14786
"{'type': 'Point', 'coordinates': [-74.00563155186695, 40.710485744366224]}",1,Manhattan,101,1,65,27,10,Beekman Street and William Street,Manhattan,2016-12-18T00:00:00.000,-74.005633,40.710494,X,AREA OF MINIMAL FLOOD HAZARD,Financial District-Battery Park City,56,4,32,1,5,13096
"{'type': 'Point', 'coordinates': [-73.95439056929587, 40.68577174695989]}",3,Brooklyn,303,36,57,25,8,Bedford Avenue and Gates Avenue,Brooklyn,2026-02-06T00:00:00.000,-73.954392,40.68578,X,AREA OF MINIMAL FLOOD HAZARD,Bedford-Stuyvesant (West),69,2,49,51,,17618
"{'type': 'Point', 'coordinates': [-74.13149051565661, 40.64038676221166]}",5,Staten Island,501,49,61,23,11,Port Richmond Avenue and Richmond Terrace,Staten Island,2024-05-29T00:00:00.000,-74.131492,40.640395,X,AREA OF MINIMAL FLOOD HAZARD,Port Richmond,4,1,13,75,2,10370
"{'type': 'Point', 'coordinates': [-73.87886058956506, 40.75623273088538]}",4,Queens,403,25,34,13,14,Northern Boulevard and  89 Street,Queens,2019-08-05T00:00:00.000,-73.878862,40.756241,X,AREA OF MINIMAL FLOOD HAZARD,Jackson Heights,65,3,5,73,,14783
"{'type': 'Point', 'coordinates': [-74.217742493815, 40.541013785122]}",5,Staten Island,503,51,62,24,11,Bloomingdale Road and Woodrow Road,Staten Island,2026-05-04T00:00:00.000,-74.217744,40.541022,X,AREA OF MINIMAL FLOOD HAZARD,Annadale-Huguenot-Prince's Bay-Woodrow,15,1,9,77,,10696
"{'type': 'Point', 'coordinates': [-73.85585759260043, 40.83589771424027]}",2,Bronx,209,18,87,34,14,Unionport Road and Starling Avenue,Bronx,2022-09-30T00:00:00.000,-73.855859,40.835906,X,AREA OF MINIMAL FLOOD HAZARD,Parkchester,58,5,31,26,6,11271
"{'type': 'Point', 'coordinates': [-73.92983256926767, 40.826715718676795]}",2,Bronx,204,16,84,29,15,East 157 Street with East 153 Street and Garage Entrance and Exit,Bronx,2023-05-17T00:00:00.000,-73.929834,40.826724,X,AREA OF MINIMAL FLOOD HAZARD,Yankee Stadium-Macombs Dam Park,50,5,35,27,5,10929
"{'type': 'Point', 'coordinates': [-73.87037759317876, 40.74905473218303]}",4,Queens,404,21,34,13,14,Roosevelt Avenue and Warren Street,Queens,2026-03-27T00:00:00.000,-73.870379,40.749063,X,AREA OF MINIMAL FLOOD HAZARD,Elmhurst,66,3,21,68,,14784
"{'type': 'Point', 'coordinates': [-74.18082850608843, 40.53591578476275]}",5,Staten Island,503,51,62,24,11,Amboy Road and Annadale Road,Staten Island,2026-02-12T00:00:00.000,-74.18083,40.535924,X,AREA OF MINIMAL FLOOD HAZARD,Annadale-Huguenot-Prince's Bay-Woodrow,15,1,9,77,,10699
"{'type': 'Point', 'coordinates': [-73.81561860616891, 40.816074716836724]}",2,Bronx,210,13,82,34,14,East Tremont Avenue and Harding Avenue,Bronx,2023-09-26T00:00:00.000,-73.81562,40.816083,X,AREA OF MINIMAL FLOOD HAZARD,Throgs Neck-Schuylerville,43,5,12,28,4,11274
"{'type': 'Point', 'coordinates': [-73.91681857269916, 40.840633715470965]}",2,Bronx,204,16,77,32,15,Jerome Avenue and Macombs Road,Bronx,2025-08-27T00:00:00.000,-73.91682,40.840642,X,AREA OF MINIMAL FLOOD HAZARD,Mount Eden-Claremont (West),50,5,42,27,,10930
"{'type': 'Point', 'coordinates': [-73.94210056599975, 40.80382072367282]}",1,Manhattan,111,9,68,30,13,Madison Avenue and East 122 Street,Manhattan,2024-03-20T00:00:00.000,-73.942102,40.803829,X,AREA OF MINIMAL FLOOD HAZARD,East Harlem (North),7,4,36,16,6,13093
"{'type': 'Point', 'coordinates': [-74.07667153575483, 40.60548476748096]}",5,Staten Island,502,50,64,23,11,Hylan Boulevard East and Narrows Road South,Staten Island,2025-10-30T00:00:00.000,-74.076673,40.605493,X,AREA OF MINIMAL FLOOD HAZARD,Grasmere-Arrochar-South Beach-Dongan Hills,30,1,14,76,,10692
"{'type': 'Point', 'coordinates': [-74.11335852259742, 40.629273763762804]}",5,Staten Island,501,49,63,24,11,Forest Avenue and North Burgher Avenue,Staten Island,2023-03-28T00:00:00.000,-74.11336,40.629282,X,AREA OF MINIMAL FLOOD HAZARD,West New Brighton-Silver Lake-Grymes Hill,4,1,13,74,,10697
"{'type': 'Point', 'coordinates': [-73.86432358853259, 40.84558771228034]}",2,Bronx,211,13,80,33,14,Morris Park Avenue and Holland Avenue,Bronx,2024-05-09T00:00:00.000,-73.864325,40.845596,X,AREA OF MINIMAL FLOOD HAZARD,Pelham Parkway-Van Nest,59,5,22,32,,11271
"{'type': 'Point', 'coordinates': [-74.17686150219805, 40.62538276714189]}",5,Staten Island,501,49,63,23,11,Forest Avenue and Goethals Road North,Staten Island,2022-06-30T00:00:00.000,-74.176863,40.625391,X,AREA OF MINIMAL FLOOD HAZARD,Mariner's Harbor-Arlington-Graniteville,4,1,14,75,1,10371
"{'type': 'Point', 'coordinates': [-73.87034359772524, 40.67297874637612]}",3,Brooklyn,305,42,60,19,8,Sutter Avenue and Pine Street,Brooklyn,2021-09-13T00:00:00.000,-73.870345,40.672987,X,AREA OF MINIMAL FLOOD HAZARD,East New York-City Line,45,2,25,47,3,17215
"{'type': 'Point', 'coordinates': [-73.85975859881182, 40.71183673866995]}",4,Queens,405,32,28,15,6,Woodhaven Boulevard and Metropolitan Avenue,Queens,2019-09-25T00:00:00.000,-73.85976,40.711845,X,AREA OF MINIMAL FLOOD HAZARD,Glendale,40,3,28,70,,15310
"{'type': 'Point', 'coordinates': [-73.86167059512525, 40.74980173116659]}",4,Queens,404,21,39,13,14,Roosevelt Avenue and 104 Street,Queens,2025-05-15T00:00:00.000,-73.861672,40.74981,X,AREA OF MINIMAL FLOOD HAZARD,Corona,66,3,21,68,,14510
"{'type': 'Point', 'coordinates': [-74.19358350119712, 40.55487378105227]}",5,Staten Island,503,51,62,24,11,Arden Avenue and Hampton Green,Staten Island,2022-11-08T00:00:00.000,-74.193585,40.554882,X,AREA OF MINIMAL FLOOD HAZARD,Arden Heights-Rossville,15,1,9,77,,10699
"{'type': 'Point', 'coordinates': [-73.83231860780103, 40.70078173995948]}",4,Queens,409,29,24,15,5,Hillside Avenue with Babbage Street and 118 Street,Queens,2021-02-16T00:00:00.000,-73.83232,40.70079,X,AREA OF MINIMAL FLOOD HAZARD,Richmond Hill,46,3,28,60,,24014
"{'type': 'Point', 'coordinates': [-73.95847956079157, 40.80066372502637]}",1,Manhattan,110,7,69,30,13,Fred Douglass Circle and Cathedral Pkwy,Manhattan,2024-01-12T00:00:00.000,-73.958481,40.800672,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side-Manhattan Valley,20,4,23,15,,12423
"{'type': 'Point', 'coordinates': [-73.98544755382937, 40.77846773016492]}",1,Manhattan,107,6,67,47,12,West End Avenue and West  70 Street,Manhattan,2022-04-11T00:00:00.000,-73.985449,40.778476,X,AREA OF MINIMAL FLOOD HAZARD,Upper West Side-Lincoln Square,20,4,19,12,,12420
"{'type': 'Point', 'coordinates': [-74.01691955341519, 40.62881376085744]}",3,Brooklyn,310,38,49,17,11,7 Avenue N/B and  72 Street,Brooklyn,2023-06-23T00:00:00.000,-74.016921,40.628822,X,AREA OF MINIMAL FLOOD HAZARD,Dyker Heights,10,2,44,41,,13511
"{'type': 'Point', 'coordinates': [-73.8728045863693, 40.840860714243874]}",2,Bronx,206,15,87,33,14,Morris Park Avenue and East 180 Street,Bronx,2020-08-14T00:00:00.000,-73.872806,40.840869,X,AREA OF MINIMAL FLOOD HAZARD,Pelham Parkway-Van Nest,35,5,22,31,6,11269
"{'type': 'Point', 'coordinates': [-73.92423758320342, 40.63073975663343]}",3,Brooklyn,318,46,59,21,9,Avenue I and East  54 Street,Brooklyn,2024-01-04T00:00:00.000,-73.924239,40.630748,X,AREA OF MINIMAL FLOOD HAZARD,Flatlands,5,2,8,38,3,13825
"{'type': 'Point', 'coordinates': [-73.94957057344871, 40.65079875404787]}",3,Brooklyn,317,40,42,21,9,Nostrand Avenue and Church Avenue,Brooklyn,2022-03-17T00:00:00.000,-73.949572,40.650807,X,AREA OF MINIMAL FLOOD HAZARD,East Flatbush-Erasmus,61,2,11,40,,13510
"{'type': 'Point', 'coordinates': [-73.8513665923344, 40.850295711698855]}",2,Bronx,211,13,82,34,14,Morris Park Avenue and Williamsbridge Road,Bronx,2024-09-10T00:00:00.000,-73.851368,40.850304,X,AREA OF MINIMAL FLOOD HAZARD,Morris Park,59,5,12,32,,11270
"{'type': 'Point', 'coordinates': [-73.87208259435285, 40.7159817384485]}",4,Queens,405,30,28,15,6,80 Street and Juniper Valley Road,Queens,2022-09-07T00:00:00.000,-73.872084,40.71599,X,AREA OF MINIMAL FLOOD HAZARD,Middle Village,54,3,34,62,,15309
